"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","dateTime","daily_mean","daily_max","daily_mean_code","daily_max_code"
"1","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-01",0.02,0.02,"",""
"2","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-02",0.02,0.02,"",""
"3","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-03",0.02,0.02,"",""
"4","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-04",0.02,0.02,"",""
"5","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-05",0.02,0.02,"",""
"6","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-06",0.03875,0.05,"",""
"7","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-07",0.103333333333333,0.19,"",""
"8","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-08",0.313333333333333,0.43,"",""
"9","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-09",0.466666666666667,0.55,"",""
"10","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-10",0.403333333333333,0.6,"",""
"11","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-11",0.02,0.02,"",""
"12","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-12",0.02,0.02,"",""
"13","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-13",0.335416666666667,0.55,"",""
"14","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-14",0.4675,0.6,"",""
"15","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-15",0.26,0.38,"",""
"16","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-16",0.401666666666667,0.49,"",""
"17","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-17",0.6575,0.82,"",""
"18","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-18",0.625,0.77,"",""
"19","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-19",0.720833333333333,0.88,"",""
"20","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-20",0.86125,0.96,"",""
"21","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-21",0.74875,0.93,"",""
"22","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-22",0.781666666666667,0.9,"",""
"23","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-23",0.7475,0.88,"",""
"24","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-24",0.86625,0.98,"",""
"25","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-25",0.823333333333333,0.98,"",""
"26","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-26",0.540416666666667,0.82,"",""
"27","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-27",1.02,1.26,"",""
"28","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-28",1.02458333333333,1.18,"",""
"29","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-29",0.797083333333333,0.96,"",""
"30","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-30",0.546666666666667,0.68,"",""
"31","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-01-31",0.275416666666667,0.46,"",""
"32","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-01",0.285833333333333,0.49,"",""
"33","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-02",0.170416666666667,0.32,"",""
"34","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-03",0.145,0.35,"",""
"35","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-04",0.240833333333333,0.46,"",""
"36","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-05",0.6625,0.9,"",""
"37","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-06",0.82875,0.96,"",""
"38","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-07",0.1475,0.66,"",""
"39","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-08",0.575,0.96,"",""
"40","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-09",0.372916666666667,0.77,"",""
"41","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-10",0.240833333333333,0.63,"",""
"42","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-11",1.13583333333333,1.53,"",""
"43","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-12",1.1175,1.39,"",""
"44","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-13",0.855833333333333,1.2,"",""
"45","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-14",1.09958333333333,1.34,"",""
"46","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-15",0.31625,1.12,"",""
"47","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-16",0.30375,0.49,"",""
"48","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-17",0.98125,1.39,"",""
"49","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-18",1.56,1.85,"",""
"50","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-19",1.55125,2.07,"",""
"51","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-20",1.40333333333333,1.83,"",""
"52","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-21",0.275833333333333,0.9,"",""
"53","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-22",1.01166666666667,1.45,"",""
"54","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-23",0.329583333333333,0.79,"",""
"55","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-24",0.0991666666666667,0.38,"",""
"56","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-25",0.304583333333333,0.82,"",""
"57","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-26",0.54625,1.23,"",""
"58","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-27",1.43791666666667,2.02,"",""
"59","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-28",2.16458333333333,2.74,"",""
"60","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-02-29",1.60791666666667,2.12,"",""
"61","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-01",1.12,1.77,"",""
"62","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-02",1.67291666666667,2.31,"",""
"63","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-03",1.82416666666667,2.2,"",""
"64","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-04",1.54416666666667,1.99,"",""
"65","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-05",2.03875,2.82,"",""
"66","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-06",2.29375,2.66,"",""
"67","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-07",1.88833333333333,2.28,"",""
"68","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-08",2.0975,2.9,"",""
"69","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-09",1.94875,2.71,"",""
"70","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-10",2.42458333333333,2.87,"",""
"71","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-11",2.25333333333333,3.06,"",""
"72","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-12",2.70416666666667,3.45,"",""
"73","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-13",2.33583333333333,2.98,"",""
"74","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-14",1.15166666666667,1.56,"",""
"75","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-15",1.06625,1.85,"",""
"76","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-16",1.53625,2.12,"",""
"77","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-17",1.51,2.18,"",""
"78","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-18",0.45625,0.96,"",""
"79","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-19",0.470416666666667,1.28,"",""
"80","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-20",1.53541666666667,2.93,"",""
"81","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-21",2.76,3.74,"",""
"82","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-22",2.525,3,"",""
"83","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-23",2.54833333333333,3.16,"",""
"84","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-24",2.15375,2.61,"",""
"85","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-25",2.19,3.16,"",""
"86","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-26",2.70916666666667,3.69,"",""
"87","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-27",1.8075,2.47,"",""
"88","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-28",2.325,3.67,"",""
"89","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-29",2.26666666666667,3.69,"",""
"90","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-30",2.56541666666667,4.03,"",""
"91","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-03-31",3.47125,4.45,"",""
"92","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-01",3.25375,4.92,"",""
"93","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-02",3.46458333333333,5.15,"",""
"94","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-03",3.60666666666667,5.33,"",""
"95","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-04",2.65125,3.14,"",""
"96","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-05",2.14166666666667,3.03,"",""
"97","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-06",3.29583333333333,5.17,"",""
"98","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-07",3.55625,5.53,"",""
"99","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-08",3.55708333333333,5.69,"",""
"100","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-09",3.49458333333333,5.77,"",""
"101","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-10",3.37208333333333,5.38,"",""
"102","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-11",3.52958333333333,5.74,"",""
"103","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-12",3.24958333333333,4.22,"",""
"104","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-13",3.46458333333333,4.79,"",""
"105","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-14",3.00916666666667,3.38,"",""
"106","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-15",2.9075,3.95,"",""
"107","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-16",3.9,5.94,"",""
"108","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-17",3.96291666666667,6.23,"",""
"109","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-18",3.99041666666667,6.25,"",""
"110","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-19",4.02583333333333,6.5,"",""
"111","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-20",4.36125,6.91,"",""
"112","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-21",4.12833333333333,6.4,"",""
"113","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-22",3.92458333333333,5.61,"",""
"114","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-23",3.24166666666667,3.8,"",""
"115","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-24",3.52375,4.76,"",""
"116","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-25",3.88416666666667,4.79,"",""
"117","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-26",3.97083333333333,4.79,"",""
"118","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-27",4.54333333333333,6.53,"",""
"119","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-28",4.0375,4.89,"",""
"120","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-29",3.71916666666667,4.42,"",""
"121","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-04-30",4.22541666666667,5.23,"",""
"122","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-01",5.15333333333333,7.61,"",""
"123","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-02",5.29833333333333,7.87,"",""
"124","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-03",5.46041666666667,8.14,"",""
"125","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-04",5.24583333333333,7.29,"",""
"126","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-05",5.29833333333333,7.16,"",""
"127","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-06",5.17333333333333,6.48,"",""
"128","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-07",5.61583333333333,8.14,"",""
"129","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-08",5.84125,7.97,"",""
"130","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-09",3.96541666666667,5.25,"",""
"131","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-10",4.10375,5.25,"",""
"132","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-11",4.76541666666667,6.15,"",""
"133","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-12",5.74541666666667,8.17,"",""
"134","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-13",6.53208333333333,8.79,"",""
"135","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-14",5.91875,7.21,"",""
"136","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-15",5.44166666666667,6.05,"",""
"137","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-16",5.86958333333333,7.01,"",""
"138","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-17",6.44625,8.51,"",""
"139","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-18",7.2125,9.41,"",""
"140","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-19",5.96666666666667,7.11,"",""
"141","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-20",5.21916666666667,5.94,"",""
"142","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-21",5.375,5.82,"",""
"143","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-22",5.04,5.53,"",""
"144","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-23",4.89125,5.1,"",""
"145","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-24",5.165,6.43,"",""
"146","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-25",6.23333333333333,7.56,"",""
"147","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-26",6.895,7.87,"",""
"148","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-27",6.40833333333333,6.91,"",""
"149","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-28",5.84291666666667,7.67,"",""
"150","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-29",6.58958333333333,8.94,"",""
"151","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-30",7.51041666666667,9.6,"",""
"152","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-05-31",7.295,9.48,"",""
"153","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-01",7.84708333333333,9.82,"",""
"154","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-02",7.67333333333333,8.34,"",""
"155","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-03",8.73416666666667,11.51,"",""
"156","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-04",9.27375,11.9,"",""
"157","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-05",9.86166666666667,12.14,"",""
"158","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-06",10.4229166666667,12.94,"",""
"159","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-07",10.295,11.73,"",""
"160","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-08",10.57875,12.82,"",""
"161","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-09",10.47,11.88,"",""
"162","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-10",9.81708333333333,11.34,"",""
"163","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-11",9.36333333333333,10.44,"",""
"164","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-12",8.56083333333333,11.39,"",""
"165","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-13",8.92958333333333,11.15,"",""
"166","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-14",8.30791666666667,9.7,"",""
"167","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-15",6.625,7.67,"",""
"168","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-16",7.41666666666667,8.54,"",""
"169","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-17",7.53916666666667,9.8,"",""
"170","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-18",9.12458333333333,10.85,"",""
"171","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-19",9.68375,12.36,"",""
"172","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-20",10.47375,13.97,"",""
"173","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-21",11.12625,13.23,"",""
"174","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-22",10.7054166666667,13.57,"",""
"175","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-23",11.395,13.85,"",""
"176","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-24",10.15125,11.54,"",""
"177","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-25",10.2616666666667,13.25,"",""
"178","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-26",11.0704166666667,14.21,"",""
"179","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-27",12.5158333333333,15.79,"",""
"180","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-28",14.015,16.77,"",""
"181","IIDFG","IIDFG-10WSSBRUS","Brushy Creek","River/Stream",46.57754,-114.61024,"WGS84","2016-06-29",14.2929166666667,17.1,"",""
